url_length,domain_length,subdomain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_special_chars,num_sensitive_words,has_@,has_https,has_ip,has_suspicious_tld,is_shortened,label
17,12,0,0,3,0,0,0,13,0,0,0,0,1,0,0,1
60,13,0,43,2,2,3,2,5,0,0,0,0,0,0,0,1
163,10,0,149,2,16,0,2,9,0,0,0,0,0,0,0,0
64,15,8,36,2,3,0,1,0,0,0,0,0,0,0,0,0
20,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
345,12,28,34,3,7,6,3,47,11,2,0,0,0,0,0,0
91,8,0,80,1,2,2,7,0,0,1,0,0,0,0,0,0
80,6,0,70,2,6,0,3,5,0,0,0,0,0,0,0,0
33,7,0,22,1,1,0,2,0,0,0,0,0,0,0,0,0
59,21,0,34,3,0,0,3,0,0,0,0,0,0,0,0,1
35,5,0,26,1,0,0,5,0,0,0,0,0,0,0,0,1
52,5,9,33,2,0,3,2,0,0,0,0,0,0,0,0,0
16,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
55,16,0,35,1,0,4,1,0,0,0,0,0,0,0,0,0
47,17,0,26,1,4,0,1,2,0,0,0,0,0,0,0,0
23,14,0,6,1,0,0,1,0,0,0,0,1,0,0,0,1
134,9,0,28,2,0,0,3,10,6,0,0,0,0,0,0,1
35,18,0,13,2,2,0,1,0,0,0,0,0,0,0,0,0
84,22,0,10,2,0,1,1,4,8,0,0,0,0,0,0,1
19,9,0,6,1,0,0,1,3,0,0,0,0,0,0,0,1
52,3,0,45,1,0,0,4,8,0,0,0,0,0,0,0,0
19,8,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1
59,6,0,46,2,5,0,2,0,0,0,0,0,0,0,0,1
52,30,0,19,2,3,0,2,0,0,0,0,0,0,0,0,0
61,6,0,51,1,4,0,3,10,0,1,0,0,0,0,0,0
111,15,0,74,2,0,2,4,39,1,0,0,0,0,0,0,1
45,8,0,33,1,4,0,2,2,0,0,0,0,0,0,0,0
34,9,0,11,2,0,0,1,0,2,0,0,0,0,0,0,1
59,11,0,31,2,0,0,5,6,2,1,0,0,0,0,0,1
52,7,0,41,1,2,1,3,0,0,0,0,0,0,0,0,0
69,7,0,10,2,0,1,1,1,8,0,0,0,0,0,0,1
69,6,0,60,2,5,0,2,1,0,0,0,0,0,0,0,1
23,4,0,15,1,0,0,2,7,0,0,0,0,0,0,0,0
64,5,10,44,2,2,0,4,0,0,0,0,0,0,0,0,0
51,12,0,33,2,6,0,2,1,0,0,0,0,0,0,0,1
19,7,0,8,1,1,0,1,4,0,0,0,0,0,0,0,1
21,9,0,9,1,0,0,2,0,0,0,0,0,0,0,0,1
37,8,6,18,2,0,0,2,5,0,0,0,0,0,0,0,0
26,8,0,14,2,0,0,1,0,0,0,0,0,0,0,0,0
48,20,0,21,2,0,0,3,0,0,0,0,0,0,0,0,1
61,7,0,50,2,0,1,5,0,0,0,0,0,0,0,0,0
17,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
