url_length,domain_length,subdomain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_special_chars,num_sensitive_words,has_@,has_https,has_ip,has_suspicious_tld,is_shortened,label
32,16,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0
30,12,0,15,2,0,0,2,0,0,0,0,0,0,0,0,1
27,17,0,7,1,0,0,1,1,0,0,0,0,0,0,0,1
21,4,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0
34,9,0,21,2,0,1,2,0,0,0,0,0,0,1,0,1
337,12,27,34,3,6,5,3,50,7,2,0,0,0,0,0,0
85,9,0,27,1,0,0,3,27,2,0,0,0,0,0,0,1
33,8,0,9,2,0,0,1,1,4,0,0,0,0,0,0,1
23,7,0,12,1,0,0,1,2,0,0,0,0,0,0,0,0
99,11,0,84,2,5,3,1,11,0,0,0,0,0,0,0,0
41,5,0,32,1,0,0,3,5,3,0,0,0,0,0,0,0
15,6,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1
96,13,0,20,2,0,1,2,6,10,0,0,0,0,0,0,1
65,6,0,55,1,4,0,3,3,0,1,0,0,0,0,0,0
44,19,0,21,2,1,0,2,0,0,0,0,0,0,0,0,1
31,5,0,22,1,1,0,3,0,0,0,0,0,0,0,0,0
33,10,0,19,2,0,0,2,0,0,0,0,0,0,0,0,1
61,10,8,38,3,2,0,2,3,0,0,0,0,0,0,0,0
45,14,0,27,2,1,0,3,2,0,0,0,0,0,0,0,1
251,22,0,10,2,0,1,1,27,8,0,0,0,0,0,0,1
53,10,0,39,1,3,0,2,6,0,0,0,0,0,0,0,0
26,17,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0
38,9,0,26,2,1,0,1,0,0,0,0,0,0,0,0,1
19,8,2,4,2,0,0,1,0,0,0,0,0,0,0,0,1
49,17,0,28,2,0,0,3,0,0,0,0,0,0,0,0,1
57,6,0,47,1,4,0,3,10,0,1,0,0,0,0,0,0
31,7,0,6,1,0,0,1,2,2,0,0,0,0,0,0,0
52,10,6,31,2,3,0,2,0,0,0,0,0,0,0,0,0
54,12,0,38,1,0,0,2,20,0,0,0,0,0,0,0,1
68,18,0,46,1,0,1,6,19,0,0,0,0,0,0,0,1
89,9,0,59,3,1,0,7,0,4,2,0,1,0,0,0,1
21,13,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1
137,5,0,126,2,15,0,4,19,0,0,0,0,0,0,0,0
21,11,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0
30,3,5,18,3,0,0,1,0,0,0,0,0,0,0,0,0
89,5,0,5,4,0,0,4,1,8,2,0,0,0,0,0,0
11,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,11,0,16,2,0,0,2,1,0,0,0,0,0,0,0,0
36,4,0,28,1,3,0,2,1,0,0,0,0,0,0,0,0
45,3,15,22,3,0,0,2,0,0,0,0,0,0,0,0,0
45,7,0,34,1,2,0,3,6,0,0,0,0,0,0,0,0
31,7,0,6,1,0,0,1,2,2,0,0,0,0,0,0,0
80,16,0,10,2,0,1,1,6,8,0,0,0,0,0,0,1
26,5,5,11,2,1,0,1,0,0,0,0,0,0,0,0,0
76,6,0,39,2,1,1,3,9,2,0,0,0,0,0,0,0
105,9,0,10,2,3,1,1,6,10,0,0,0,0,0,0,1
51,9,0,25,2,0,0,2,5,2,0,0,0,0,0,0,0
48,12,0,32,2,0,0,2,6,0,0,0,0,0,0,0,1
23,6,0,14,2,0,0,2,0,0,0,0,0,0,0,0,0
91,11,0,76,2,0,1,6,22,0,0,0,0,0,0,0,1
20,4,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
57,3,17,32,2,2,0,4,0,0,0,0,0,0,0,0,0
31,15,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0
111,9,0,98,2,5,0,6,0,0,1,0,0,0,0,0,0
40,9,0,27,2,0,0,3,5,0,0,0,0,0,0,0,0
40,5,0,31,1,2,0,4,2,0,0,0,0,0,0,0,0
33,8,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20,5,0,8,2,0,0,2,0,0,0,0,0,0,0,0,1
57,11,0,18,2,0,0,3,12,6,0,0,0,0,0,0,0
31,10,0,17,1,0,0,2,0,0,1,0,0,0,0,0,1
79,11,0,16,2,0,1,2,4,8,0,0,0,0,0,0,1
49,6,0,40,3,1,0,4,0,0,0,0,0,0,0,0,1
31,7,0,6,1,0,0,1,1,2,0,0,0,0,0,0,0
20,13,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1
63,8,0,10,2,0,0,1,7,6,0,0,0,0,0,0,0
65,6,0,22,3,0,0,3,13,2,0,0,0,0,0,0,1
83,10,0,10,2,0,1,1,2,10,0,0,0,0,0,0,1
52,9,0,17,3,0,0,2,13,1,0,0,0,0,0,0,1
60,15,20,20,3,0,0,2,3,0,0,0,0,0,0,0,0
164,15,0,10,2,2,1,1,8,20,0,0,0,0,0,0,1
79,14,0,62,1,6,0,3,0,0,0,0,0,0,0,0,1
47,5,10,27,3,0,1,4,1,0,0,0,0,0,0,0,0
58,2,0,52,1,0,5,1,0,0,0,0,0,0,0,0,0
27,8,0,15,2,0,0,1,0,0,0,0,0,0,0,0,0
62,14,0,42,3,3,0,2,2,0,0,0,0,0,0,0,1
31,6,0,21,2,2,0,1,0,0,0,0,0,0,0,0,0
22,8,0,10,2,0,0,1,0,0,0,0,0,0,0,0,1
82,9,0,69,1,11,0,2,4,0,0,0,0,0,0,0,0
85,7,0,1,1,0,0,1,10,12,0,0,0,0,0,0,0
61,17,0,40,1,0,4,2,0,0,0,0,0,0,0,0,0
63,13,0,46,1,4,0,2,3,0,0,0,0,0,0,0,1
14,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,10,0,10,4,0,4,1,5,12,0,0,0,0,0,0,1
53,13,0,40,3,0,0,2,28,0,0,0,0,1,0,0,1
27,4,5,13,2,0,0,2,4,0,0,0,0,0,0,0,1
171,7,0,160,1,2,0,2,19,0,0,0,0,0,0,0,1
53,8,7,33,2,0,0,3,0,2,0,0,0,0,0,0,0
44,5,0,35,1,3,0,3,4,0,0,0,0,0,0,0,0
10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,15,0,15,2,0,0,1,0,0,0,0,0,0,0,0,1
208,7,0,10,2,0,1,1,24,6,0,0,0,0,0,0,1
28,13,0,11,1,0,0,2,5,0,0,0,0,0,0,0,1
78,14,0,10,2,0,1,1,6,8,0,0,0,0,0,0,1
31,11,0,15,2,0,0,1,0,0,0,0,0,0,1,0,1
60,6,0,50,1,4,0,3,8,0,1,0,0,0,0,0,0
75,12,7,51,4,0,0,4,0,0,0,0,0,0,0,0,0
67,7,0,57,1,0,0,5,27,0,0,0,0,0,0,0,0
61,16,0,10,3,0,1,1,0,4,0,0,0,0,0,0,1
150,13,92,40,10,1,0,2,45,0,2,0,0,0,0,0,0
85,11,0,36,3,0,0,3,12,2,0,0,0,0,0,0,1
21,9,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0
21,9,0,8,1,0,0,1,4,0,0,0,0,0,0,0,1
26,5,3,13,3,0,0,1,0,0,0,0,0,0,0,0,1
12,3,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1
98,9,0,85,3,0,0,2,21,12,0,0,0,0,0,0,0
26,10,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
102,12,0,86,2,10,0,3,14,1,0,0,0,0,0,0,0
50,8,0,31,2,0,0,4,0,2,1,0,0,0,0,0,1
25,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
19,8,0,8,2,0,0,1,0,0,0,0,0,0,0,0,1
69,8,0,32,3,0,1,4,0,3,1,1,0,0,0,0,1
22,7,0,11,2,0,0,1,1,0,0,0,0,0,0,0,1
42,10,7,20,3,0,0,2,0,0,1,0,0,0,0,0,1
55,7,0,45,2,2,0,4,0,0,0,0,0,0,0,0,1
23,14,0,3,4,0,0,1,16,0,0,0,0,1,0,0,1
75,23,0,48,1,1,0,2,24,1,0,0,0,0,0,0,0
16,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1
99,8,14,27,6,0,1,5,22,4,2,0,0,0,0,0,0
30,6,0,20,2,1,0,2,0,0,0,0,0,0,0,0,1
76,6,0,66,1,2,1,6,35,0,0,0,0,0,0,0,0
19,9,0,6,1,0,0,1,1,0,0,0,0,0,0,0,1
45,8,0,30,2,3,0,3,2,0,0,0,0,0,0,0,1
56,8,0,44,1,0,3,3,0,0,0,0,0,0,0,0,0
125,14,0,107,2,5,3,6,7,0,0,0,0,0,0,0,0
115,13,7,85,3,8,0,5,13,0,0,0,0,0,0,0,1
30,8,0,18,2,0,0,2,0,0,0,0,0,0,0,0,1
44,17,0,24,2,0,0,2,1,0,0,0,0,0,0,0,1
22,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,5,6,22,2,0,2,2,0,0,0,0,0,0,0,0,0
30,8,17,0,2,1,0,0,0,0,0,0,0,0,0,0,1
22,10,0,8,1,0,0,1,1,0,0,0,0,0,0,0,1
63,17,0,40,2,0,0,3,21,0,0,0,0,0,0,0,1
102,3,0,95,1,12,0,3,8,0,0,0,0,0,0,0,0
23,3,0,16,2,0,0,2,0,0,0,0,0,0,0,0,1
42,10,0,28,1,1,0,2,0,0,0,0,0,0,0,0,0
40,16,0,21,2,0,0,3,0,0,0,0,0,0,0,0,1
32,14,0,14,1,1,0,1,0,0,0,0,0,0,0,0,0
25,8,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
161,10,15,58,6,4,0,5,27,8,2,1,0,0,0,0,1
73,7,0,62,2,0,1,3,4,0,0,0,0,0,0,0,0
23,11,0,1,1,0,0,1,4,2,0,0,0,0,0,0,0
86,16,0,52,2,5,0,4,5,2,0,0,0,0,0,0,1
31,7,0,6,1,0,0,1,0,2,0,0,0,0,0,0,0
35,9,0,22,1,1,0,2,0,0,0,0,0,0,0,0,0
71,9,0,10,2,0,1,1,5,8,0,0,0,0,0,0,1
541,11,0,35,3,1,0,4,142,2,0,0,1,0,0,0,1
65,19,0,34,2,0,0,5,0,2,1,0,0,0,0,0,1
197,8,0,10,2,0,1,1,23,8,0,0,0,0,0,0,1
149,11,0,15,2,1,1,3,44,8,1,0,0,0,0,0,1
77,7,0,67,1,5,0,3,2,0,0,0,0,0,0,0,1
114,8,0,20,5,1,0,12,10,6,1,0,1,0,0,0,1
13,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
63,18,0,12,2,4,0,1,0,2,0,0,0,0,0,0,1
53,13,0,36,1,2,0,6,1,0,0,0,0,0,0,0,1
29,8,13,0,3,0,0,0,6,0,0,0,0,0,0,0,1
23,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
18,8,0,3,2,0,0,1,1,0,0,0,0,0,0,0,1
76,5,0,10,2,0,1,1,1,10,0,0,0,0,0,0,1
17,5,0,8,1,0,0,1,6,0,0,0,0,0,0,0,1
44,16,0,11,2,0,0,1,4,2,0,0,0,0,0,0,0
97,5,0,21,5,1,0,6,0,6,2,0,1,0,0,0,1
61,4,0,53,1,5,0,3,8,0,0,0,0,0,0,0,0
27,14,0,10,1,0,0,1,2,0,0,0,0,0,0,0,1
29,15,0,14,3,0,0,2,14,1,0,0,0,1,0,0,1
68,8,11,44,3,3,0,3,6,0,0,0,0,0,0,0,0
34,17,0,13,1,0,0,2,6,0,0,0,0,0,0,0,0
34,8,2,19,2,0,0,4,0,1,0,0,0,0,0,0,0
32,4,0,24,1,1,0,2,0,0,0,0,0,0,0,0,0
55,5,0,46,1,2,0,4,1,0,0,0,0,0,0,0,0
22,5,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
170,16,0,148,3,2,0,10,48,0,2,0,1,0,0,0,0
117,14,0,31,2,4,0,3,25,6,0,0,0,0,0,0,0
22,4,0,14,1,0,0,2,0,0,0,0,0,0,0,0,0
47,8,0,35,1,1,0,3,15,0,0,0,0,0,0,0,0
40,9,2,24,2,0,1,2,0,0,0,0,0,0,0,0,0
27,7,4,11,3,1,1,1,3,0,0,0,0,0,1,0,1
58,6,0,48,1,4,0,3,4,0,1,0,0,0,0,0,0
93,8,28,52,5,0,0,7,0,1,0,0,0,0,0,0,0
44,6,23,11,7,1,0,1,0,0,1,0,0,0,0,0,1
34,9,5,15,2,1,0,3,0,0,0,0,0,0,0,0,1
56,11,0,28,1,5,0,2,15,2,0,0,0,0,0,0,1
30,5,0,21,2,0,0,2,0,0,0,0,0,0,0,0,1
26,12,0,10,1,0,0,2,0,0,0,0,0,0,0,0,1
110,18,0,10,2,0,1,1,23,6,0,0,0,0,0,0,1
42,6,0,33,2,1,0,3,2,0,1,0,0,0,0,0,1
70,9,0,10,2,0,1,1,4,8,0,0,0,0,0,0,1
39,7,0,28,1,2,0,3,8,0,1,0,0,0,0,0,0
73,8,0,61,2,1,2,5,0,0,1,0,0,0,0,0,1
24,20,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1
97,13,22,21,7,1,3,5,14,4,2,0,0,0,0,0,0
17,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,9,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
26,4,5,12,2,0,0,2,3,0,0,0,0,0,0,0,1
47,20,0,12,3,0,0,2,0,2,1,0,0,0,0,0,1
37,7,0,27,2,0,0,3,0,0,0,0,0,0,0,0,0
38,15,0,19,1,1,0,3,0,0,0,0,0,0,0,0,1
33,9,0,20,1,2,0,1,0,0,0,0,0,0,0,0,1
34,17,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0
15,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,5,4,39,2,0,2,2,0,0,0,0,0,0,0,0,0
78,9,10,54,2,7,0,4,8,0,0,0,0,0,0,0,0
46,13,0,29,1,2,0,2,4,0,0,0,0,0,0,0,0
59,19,0,35,3,1,0,3,1,1,0,1,0,0,1,0,0
104,15,0,10,4,0,2,1,4,10,0,0,0,0,0,0,1
100,7,0,13,6,1,0,8,2,6,1,0,0,0,0,0,0
43,14,0,25,2,0,0,4,5,0,0,0,0,0,0,0,1
58,11,9,33,3,0,2,1,0,0,0,0,0,0,0,0,1
76,5,0,10,2,0,1,1,1,10,0,0,0,0,0,0,1
23,14,0,9,4,0,0,1,13,0,0,0,0,1,0,0,1
55,20,7,23,3,0,0,3,0,0,0,0,0,0,0,0,1
94,9,0,78,3,4,0,4,5,0,0,0,0,0,0,0,1
23,5,0,14,2,0,0,1,5,0,0,0,0,0,0,0,0
64,9,2,48,2,0,4,2,0,0,0,0,0,0,0,0,0
54,9,0,41,2,2,2,4,13,0,0,0,0,0,0,0,1
64,10,0,50,2,1,0,5,3,0,0,0,0,0,0,0,1
27,14,0,7,4,0,0,1,16,0,0,0,0,1,0,0,1
127,9,0,114,1,15,0,2,0,0,0,0,0,0,0,0,0
42,10,2,25,3,0,0,3,0,0,0,0,0,0,0,0,1
49,11,0,34,1,4,0,1,0,0,0,0,0,0,0,0,0
48,6,0,31,2,0,0,4,0,2,0,0,0,0,0,0,1
111,6,0,10,2,0,1,1,8,12,0,0,0,0,0,0,1
35,14,0,17,1,0,1,2,5,0,0,0,0,0,0,0,0
48,8,0,36,2,0,2,2,9,0,0,0,0,0,0,0,0
93,16,0,10,3,0,2,1,3,8,0,0,0,0,0,0,1
35,6,2,22,2,0,0,3,0,0,0,0,0,0,0,0,1
66,2,24,35,3,2,0,5,21,0,0,0,0,0,0,0,1
89,12,0,10,3,0,1,1,3,10,0,0,0,0,0,0,1
21,13,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1
39,6,0,29,2,0,3,2,0,0,0,0,0,0,0,0,1
34,6,0,24,1,0,2,2,1,0,0,0,0,0,0,0,0
37,5,0,17,2,0,0,2,7,2,0,0,0,0,0,0,0
38,3,8,16,3,0,0,2,1,2,0,0,0,0,0,0,0
58,16,0,38,2,3,0,1,0,0,0,0,0,0,0,0,0
78,6,0,39,2,0,0,3,2,4,0,0,0,0,0,0,0
89,8,0,77,1,11,0,3,6,0,0,0,0,0,0,0,0
49,18,6,14,2,0,0,2,0,2,2,0,0,0,0,0,1
467,9,0,26,22,0,5,6,39,51,1,0,1,0,0,0,1
21,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,7,4,32,3,0,1,3,0,0,1,0,0,0,0,0,1
66,13,0,40,2,1,0,3,2,2,0,0,0,0,0,0,0
80,15,0,58,3,1,0,7,0,0,0,0,0,0,0,0,0
59,14,0,10,3,0,1,1,1,4,0,0,0,0,0,0,1
20,11,0,5,1,0,0,1,3,0,0,0,0,0,0,0,1
91,11,0,38,3,1,1,6,3,3,0,1,0,0,1,0,1
75,14,0,10,2,0,1,1,4,8,0,0,0,0,0,0,1
42,5,11,21,3,1,0,3,3,0,0,0,0,0,0,0,1
126,13,9,22,4,3,1,3,67,2,0,0,0,0,0,0,1
74,4,0,8,5,0,0,8,1,5,1,0,0,0,0,0,0
309,10,21,56,3,9,4,5,72,13,0,0,0,0,0,0,1
34,9,0,21,1,0,1,2,0,0,0,0,0,0,0,0,0
39,9,8,17,3,0,0,2,0,0,0,0,0,0,0,0,0
57,22,0,32,1,3,0,2,4,0,0,0,0,0,0,0,1
25,6,0,15,2,0,0,2,0,0,0,0,0,0,0,0,0
62,20,0,36,2,0,0,2,21,0,0,0,0,0,0,0,1
61,6,7,43,3,3,0,2,11,0,0,0,0,0,0,0,0
36,14,0,10,2,1,0,1,2,4,0,0,0,0,0,0,0
107,6,0,10,3,2,1,1,5,10,0,0,0,0,0,0,1
158,15,0,96,6,2,3,8,7,2,1,0,1,0,0,0,1
23,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,14,0,11,4,0,0,1,13,0,0,0,0,1,0,0,1
47,14,0,22,2,1,0,2,5,2,0,0,0,0,0,0,1
51,15,0,33,1,2,0,1,0,0,0,0,0,0,0,0,1
41,7,6,23,4,1,0,3,0,0,0,0,0,0,0,0,0
106,14,0,92,3,0,0,2,11,0,1,0,1,1,0,0,1
10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,7,0,15,1,1,0,1,0,0,0,0,0,0,0,0,0
25,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
80,15,0,10,3,0,1,1,4,8,0,0,0,0,0,0,1
97,10,0,83,4,1,0,4,26,0,2,0,0,0,0,0,1
28,8,0,16,1,1,0,2,1,0,0,0,0,0,0,0,0
45,8,0,34,1,3,0,4,8,0,0,0,0,0,0,0,0
20,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
21,11,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,0,6,2,0,0,1,0,0,0,0,1,0,0,0,1
35,4,0,19,2,0,0,2,4,2,0,0,0,0,0,0,0
67,23,0,10,2,0,0,1,8,4,0,0,0,0,0,0,0
34,10,0,10,2,0,0,1,0,2,0,0,0,0,0,0,0
13,13,0,0,3,0,0,0,10,0,0,0,0,1,0,0,1
105,6,0,92,2,1,0,8,16,0,2,0,0,0,0,0,1
24,6,0,14,1,0,0,2,0,0,0,0,0,0,0,0,0
19,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,17,0,36,1,0,3,2,3,0,0,0,0,0,0,0,0
20,12,0,8,3,0,0,2,13,0,0,0,0,1,0,0,1
81,6,0,10,2,2,1,1,6,8,0,0,0,0,0,0,1
117,13,0,100,1,5,0,4,21,0,0,0,0,0,0,0,0
42,5,3,29,4,0,0,2,13,0,0,0,0,0,0,0,1
42,9,0,28,2,0,0,3,0,0,0,0,0,0,1,0,1
72,8,0,10,2,0,1,1,6,8,0,0,0,0,0,0,1
16,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
72,10,13,43,4,0,0,5,5,0,1,0,0,0,1,0,1
80,11,0,65,1,0,0,10,23,0,0,0,0,0,0,0,0
32,6,7,14,3,0,0,1,0,0,0,0,0,0,0,0,1
36,14,0,18,1,0,1,2,0,0,0,0,0,0,0,0,0
74,13,0,57,1,7,0,2,0,0,0,0,0,0,0,0,1
93,7,0,82,1,8,0,5,0,0,0,0,0,0,0,0,0
112,15,0,93,2,1,1,8,21,0,0,0,0,0,0,0,1
17,7,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1
29,9,0,17,2,0,0,2,0,0,0,0,0,0,0,0,1
44,4,12,24,3,1,0,2,5,0,0,0,0,0,0,0,1
42,4,10,22,3,0,0,1,3,2,0,0,0,0,0,0,0
48,5,0,39,1,3,0,3,1,0,0,0,0,0,0,0,0
53,15,0,20,2,0,0,1,3,2,0,0,0,0,0,0,0
157,9,0,38,3,3,1,7,7,10,1,0,0,0,0,0,0
32,5,0,23,2,0,0,2,0,0,0,0,0,0,0,0,1
36,8,16,7,4,0,0,1,0,0,2,0,1,0,0,0,1
91,21,58,7,6,3,0,1,4,0,3,0,1,0,0,0,0
47,21,0,23,1,3,0,1,0,0,0,0,0,0,0,0,1
31,7,0,6,1,0,0,1,3,2,0,0,0,0,0,0,0
31,6,0,21,2,0,0,3,0,1,0,0,0,0,0,0,1
152,10,0,10,2,7,1,1,6,10,0,0,0,0,0,0,1
63,15,0,44,2,1,0,6,8,0,0,0,0,0,0,0,1
94,19,0,71,1,7,0,4,8,0,0,0,0,0,0,0,0
158,7,7,38,5,1,4,3,46,5,3,0,0,0,0,0,1
69,12,0,54,3,3,0,4,0,0,0,0,0,0,0,0,1
25,8,0,13,1,0,0,1,0,0,0,0,0,0,0,0,1
28,15,0,7,4,0,0,1,17,0,0,0,0,1,0,0,1
22,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,15,0,84,1,8,0,5,2,0,0,0,0,0,0,0,1
51,6,0,42,2,2,0,4,2,0,1,0,0,0,0,0,1
26,14,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0
31,4,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0
105,9,0,10,3,0,1,1,25,6,0,0,0,0,0,0,1
46,17,0,25,1,0,2,2,0,0,0,0,0,0,0,0,0
56,3,0,46,2,0,1,6,0,1,0,0,0,0,0,0,1
26,14,0,12,3,0,0,1,11,0,1,0,0,1,0,0,1
13,13,0,0,3,0,0,0,10,0,0,0,0,1,0,0,1
146,6,0,134,5,2,0,7,17,0,1,0,1,0,0,0,1
26,9,2,10,2,0,0,2,0,0,0,0,0,0,0,0,0
28,15,0,7,4,0,0,1,17,0,0,0,0,1,0,0,1
28,6,0,0,1,0,0,0,4,1,0,1,0,0,0,0,1
39,14,0,14,2,0,0,2,2,2,0,0,0,0,0,0,0
58,22,0,32,2,1,0,3,0,0,0,0,0,0,0,0,0
63,11,0,48,1,2,0,4,10,0,2,0,0,0,0,0,1
43,3,16,20,3,0,1,1,2,4,0,0,0,0,0,0,1
49,7,0,38,1,1,0,3,8,0,0,0,0,0,0,0,0
25,12,0,13,4,0,0,2,9,0,0,0,0,1,0,0,1
97,5,0,21,5,1,0,6,0,6,2,0,1,0,0,0,1
38,29,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1
19,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
53,6,7,35,2,3,0,2,6,0,0,0,0,0,0,0,0
55,8,6,37,3,0,0,4,0,0,1,0,0,0,0,0,1
20,8,0,8,1,0,0,2,6,0,0,0,0,0,0,0,1
41,20,0,17,2,0,0,2,0,0,0,0,0,0,0,0,0
29,12,0,13,1,0,0,3,0,0,0,0,0,0,0,0,1
31,7,0,6,1,0,1,1,1,2,0,0,0,0,0,0,0
52,6,7,34,3,0,1,3,0,0,0,0,0,0,0,0,0
54,23,26,0,2,3,0,0,1,0,2,0,0,0,0,0,1
71,9,0,58,3,0,4,5,6,0,0,0,0,0,0,0,0
29,9,2,13,2,0,0,2,0,0,0,0,0,0,0,0,0
108,3,0,101,1,10,0,4,8,0,0,0,0,0,0,0,0
19,7,0,9,1,1,0,1,3,0,0,0,0,0,0,0,1
52,10,0,38,1,0,0,3,0,0,0,0,0,0,0,0,1
10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
409,11,111,186,17,5,2,14,114,9,4,0,1,0,0,0,0
42,7,0,31,1,2,0,2,0,0,0,0,0,0,0,0,0
29,11,0,14,2,0,0,1,0,0,0,0,0,0,0,0,0
89,9,0,59,3,1,0,7,0,4,2,0,1,0,0,0,1
40,15,20,0,2,2,0,0,1,0,0,0,0,0,0,0,0
52,20,0,18,1,1,0,1,0,2,0,0,0,0,0,0,1
31,4,0,23,2,0,0,2,0,0,0,0,0,0,0,0,1
34,3,0,27,1,1,0,2,0,0,0,0,0,0,0,0,0
43,10,0,23,2,0,2,2,0,1,0,0,0,0,0,0,1
78,8,0,66,2,7,0,2,12,0,0,0,0,0,0,0,0
409,11,111,186,17,5,2,14,114,9,4,0,1,0,0,0,0
26,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,16,0,1,1,0,0,1,4,2,0,0,0,0,0,0,0
38,6,0,29,2,0,0,3,1,1,0,0,0,0,0,0,1
47,12,0,11,2,0,0,1,1,4,0,0,0,0,0,0,1
64,5,15,39,3,0,2,3,0,0,1,0,0,0,0,0,0
85,6,0,75,1,2,2,6,39,0,0,0,0,0,0,0,0
74,10,30,30,7,1,0,3,2,0,0,0,0,0,0,0,1
47,6,0,8,3,0,0,5,1,2,0,0,0,0,0,0,1
29,4,0,21,1,0,0,3,5,0,0,0,0,0,0,0,1
33,9,0,20,2,0,0,2,1,0,0,0,0,0,0,0,1
19,10,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1
233,4,210,15,13,1,0,2,83,0,3,0,0,0,0,0,0
125,8,0,113,3,11,0,4,5,0,1,0,0,0,0,0,0
58,6,0,49,2,2,0,3,0,0,0,0,0,0,0,0,1
11,7,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1
52,6,0,42,1,0,0,3,21,0,0,0,0,0,0,0,1
254,15,0,49,5,3,1,6,26,14,0,0,1,0,0,0,1
40,13,0,23,2,0,0,2,0,0,0,0,0,0,0,0,0
131,14,0,113,2,2,10,6,6,0,0,0,0,0,0,0,0
32,8,2,14,3,0,0,2,2,0,0,0,0,0,0,0,1
76,14,0,10,2,0,1,1,4,8,0,0,0,0,0,0,1
16,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74,11,0,10,2,0,1,1,5,8,0,0,0,0,0,0,1
48,14,0,30,1,1,1,3,5,0,0,0,0,0,0,0,0
36,4,0,28,1,0,0,4,0,0,0,0,0,0,0,0,0
23,9,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0
19,14,0,5,3,0,0,1,12,0,0,0,0,1,0,0,1
100,11,0,86,4,5,1,5,1,0,0,0,0,0,0,0,1
59,14,0,42,2,1,1,4,0,0,0,0,0,0,0,0,1
43,9,30,0,2,3,0,0,0,0,0,0,0,0,0,0,0
25,8,6,6,2,0,0,1,0,0,0,0,0,0,0,0,1
50,8,0,38,1,5,0,1,0,0,0,0,0,0,0,0,0
70,4,0,10,2,0,1,1,5,10,0,0,0,0,0,0,1
70,5,10,13,3,0,1,1,15,2,0,0,0,0,0,0,1
55,12,0,36,3,1,0,4,7,0,1,0,0,0,0,0,1
19,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,9,6,13,3,0,0,1,1,0,0,0,0,0,0,0,1
11,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,8,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1
90,9,0,10,3,0,2,1,7,8,0,0,0,0,0,0,1
29,9,16,0,2,1,0,0,0,0,0,0,0,0,0,0,0
